Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Equiv_Grade,College,Degree_Program
S04465,22,Male,37,Reading/Writing,1,Yes,78,77,70,Yes,High,14,7,3.795,Business and Finance,Business Administration
S04466,20,Male,7,Auditory,3,Yes,76,82,72,No,Low,12,5,3.91,Health Sciences,Public Health
S04467,18,Female,29,Visual,18,Yes,76,52,82,Yes,High,25,8,3.26,Health Sciences,Medical Technology
S04468,20,Female,48,Kinesthetic,20,Yes,52,61,55,Yes,Low,28,8,2.855,Business and Finance,Accountancy
S04469,25,Male,29,Auditory,17,Yes,77,43,60,No,High,1,8,2.83,Business and Finance,Accountancy
S04470,24,Female,14,Kinesthetic,2,No,96,60,76,Yes,High,17,7,3.7,Health Sciences,Nursing
S04471,21,Female,5,Auditory,3,No,65,62,61,Yes,Low,9,5,3.135,Health Sciences,Nursing
S04472,29,Male,38,Kinesthetic,2,Yes,68,64,91,Yes,High,7,6,3.53,Business and Finance,Economics
S04473,28,Female,8,Reading/Writing,9,Yes,99,97,99,No,Low,30,4,4.9,Health Sciences,Medical Technology
S04474,26,Male,24,Visual,8,Yes,84,55,99,No,Low,3,10,3.625,Health Sciences,Nursing
S04475,23,Female,24,Kinesthetic,5,No,66,99,88,No,Medium,16,6,4.345,Engineering,Mechanical
S04476,28,Male,5,Auditory,17,Yes,85,61,63,No,Low,22,7,3.43,Business and Finance,Economics
S04477,26,Male,49,Kinesthetic,1,No,92,57,60,Yes,Low,15,8,3.405,Engineering,Electronic
S04478,18,Male,7,Kinesthetic,5,Yes,78,58,80,Yes,Medium,5,7,3.42,Engineering,Computer
S04479,20,Female,14,Visual,6,Yes,77,57,97,Yes,Medium,26,5,3.55,Business and Finance,Business Administration
S04480,27,Male,47,Visual,10,No,97,55,82,Yes,High,8,9,3.65,Business and Finance,Economics
S04481,29,Female,6,Visual,16,Yes,81,47,100,Yes,Medium,19,6,3.39,Health Sciences,Public Health
S04482,18,Male,15,Kinesthetic,14,No,93,61,74,Yes,Low,28,10,3.66,Engineering,Mechanical
S04483,21,Male,39,Visual,15,Yes,90,90,67,No,Medium,11,8,4.27,Engineering,Mechanical
S04484,22,Female,45,Reading/Writing,15,Yes,75,44,99,Yes,Medium,24,9,3.215,Business and Finance,Economics
S04485,19,Male,40,Reading/Writing,14,Yes,91,46,99,No,Medium,20,5,3.505,Engineering,Mechanical
S04486,27,Female,20,Visual,8,No,67,95,68,Yes,Low,4,5,4.06,Business and Finance,Entrepreneurship
S04487,24,Female,33,Visual,4,Yes,60,75,97,Yes,Medium,10,8,3.745,Engineering,Computer
S04488,23,Female,48,Auditory,6,Yes,86,66,79,Yes,Low,28,4,3.73,Engineering,Electrical
S04489,22,Female,38,Reading/Writing,0,Yes,77,93,76,Yes,Low,17,9,4.24,Business and Finance,Economics
S04490,21,Female,10,Reading/Writing,13,No,76,56,92,No,High,23,4,3.46,Health Sciences,Pharmacy
S04491,24,Male,42,Reading/Writing,17,No,52,96,65,Yes,High,30,10,3.83,Health Sciences,Nursing
S04492,18,Male,31,Visual,1,No,73,77,96,Yes,Medium,12,7,3.98,Engineering,Computer
S04493,26,Male,22,Reading/Writing,5,No,100,86,79,Yes,Medium,8,6,4.44,Business and Finance,Economics
S04494,22,Male,27,Auditory,16,Yes,77,84,95,Yes,High,20,9,4.205,Health Sciences,Medical Technology
S04495,24,Male,38,Reading/Writing,2,No,96,86,94,No,Low,21,8,4.53,Business and Finance,Business Administration
S04496,24,Female,10,Kinesthetic,14,Yes,75,57,80,No,Medium,8,4,3.35,Engineering,Electrical
S04497,27,Male,42,Kinesthetic,19,No,56,67,66,No,Medium,11,6,3.175,Business and Finance,Accountancy
S04498,29,Male,24,Reading/Writing,15,No,70,76,84,Yes,Medium,17,9,3.79,Health Sciences,Public Health
S04499,29,Female,21,Kinesthetic,1,Yes,85,44,51,No,Medium,30,4,2.885,Health Sciences,Nursing
S04500,21,Male,19,Auditory,16,Yes,60,46,65,Yes,Medium,0,9,2.7,Engineering,Computer
S04501,19,Female,19,Visual,7,No,83,97,74,No,Medium,15,10,4.41,Health Sciences,Public Health
S04502,24,Female,36,Auditory,11,Yes,87,99,64,Yes,Low,29,10,4.42,Engineering,Computer
S04503,22,Female,25,Reading/Writing,20,Yes,56,83,76,No,Medium,21,8,3.675,Health Sciences,Nursing
S04504,25,Male,34,Visual,6,Yes,82,78,86,Yes,Low,14,5,4.04,Business and Finance,Economics
S04505,21,Female,45,Kinesthetic,0,No,86,70,76,No,Medium,17,8,3.8,Business and Finance,Business Administration
S04506,22,Female,26,Kinesthetic,3,Yes,70,74,52,No,Medium,13,8,3.42,Health Sciences,Nursing
S04507,23,Female,34,Auditory,12,Yes,54,98,74,No,Low,22,6,4,Health Sciences,Pharmacy
S04508,18,Female,8,Kinesthetic,20,No,92,64,50,No,Medium,8,5,3.48,Engineering,Electrical
S04509,25,Other,38,Kinesthetic,12,No,50,76,51,Yes,Medium,9,7,3.16,Health Sciences,Public Health
S04510,25,Male,42,Kinesthetic,20,No,77,43,65,Yes,Medium,8,5,2.88,Engineering,Electrical
S04511,23,Female,31,Kinesthetic,10,Yes,68,79,83,No,Low,26,4,3.825,Engineering,Electrical
S04512,19,Female,28,Reading/Writing,17,Yes,67,72,90,Yes,Medium,11,5,3.705,Health Sciences,Public Health
S04513,22,Female,9,Auditory,8,Yes,96,56,93,Yes,Medium,12,10,3.77,Engineering,Electrical
S04514,25,,,Auditory,0,Yes,73,58,79,Yes,,,7,3.335,Health Sciences,Nursing
S04515,27,Female,46,Reading/Writing,13,Yes,56,99,53,Yes,Medium,23,6,3.845,Health Sciences,Pharmacy
S04516,23,Male,33,Auditory,13,Yes,53,94,74,Yes,High,6,4,3.885,Business and Finance,Business Administration
S04517,27,Female,,Visual,16,Yes,72,,71,Yes,High,16,4,1.79,Health Sciences,Medical Technology
S04518,24,Male,41,Reading/Writing,17,Yes,80,51,54,Yes,Medium,8,9,3.015,Health Sciences,Nursing
S04519,29,Female,46,Visual,10,No,56,87,80,Yes,High,18,8,3.815,Engineering,Electronic
S04520,21,Male,47,Visual,1,Yes,55,84,53,Yes,Medium,3,6,3.455,Business and Finance,Business Administration
S04521,21,Male,47,Reading/Writing,1,Yes,84,99,51,Yes,Medium,8,5,4.245,Business and Finance,Economics
S04522,24,Male,,Kinesthetic,0,Yes,75,68,89,Yes,High,25,7,3.715,Health Sciences,Nursing
S04523,19,Other,46,Visual,12,No,83,64,64,Yes,Medium,10,4,3.485,Health Sciences,Nursing
S04524,21,Female,37,Kinesthetic,7,No,95,81,70,No,Medium,26,4,4.15,Health Sciences,Nursing
S04525,20,Female,6,Visual,0,Yes,65,100,96,Yes,High,28,10,4.435,Business and Finance,Business Administration
S04526,27,Male,49,Reading/Writing,3,No,87,90,80,Yes,Low,26,5,4.355,Health Sciences,Medical Technology
S04527,27,Female,46,Visual,20,Yes,57,75,56,Yes,Medium,20,6,3.29,Engineering,Electronic
S04528,27,Male,36,Kinesthetic,6,Yes,65,81,93,Yes,Medium,2,4,3.93,Engineering,Computer
S04529,23,Male,41,Visual,4,No,63,63,78,No,High,6,5,3.3,Engineering,Mechanical
S04530,23,Male,41,Kinesthetic,14,No,75,46,70,Yes,Medium,1,9,2.975,Business and Finance,Accountancy
S04531,28,Other,39,Kinesthetic,0,No,98,79,83,Yes,Low,13,9,4.275,Engineering,Computer
S04532,23,Female,8,Reading/Writing,3,No,81,88,94,Yes,Low,1,10,4.355,Business and Finance,Accountancy
S04533,21,Female,21,Kinesthetic,4,No,73,81,79,Yes,Medium,15,6,3.91,Health Sciences,Nursing
S04534,22,Other,33,Auditory,2,No,93,83,51,No,Medium,1,4,3.98,Health Sciences,Nursing
S04535,22,Female,25,Visual,11,Yes,76,96,74,No,Low,13,5,4.28,Engineering,Computer
S04536,27,Male,31,Reading/Writing,11,Yes,72,84,76,Yes,Medium,14,8,3.94,Engineering,Mechanical
S04537,18,Male,36,Auditory,7,Yes,65,78,88,Yes,High,7,10,3.805,Business and Finance,Accountancy
S04538,23,Male,45,Visual,5,No,64,62,62,Yes,Medium,0,5,3.13,Business and Finance,Economics
S04539,27,Other,22,Auditory,12,Yes,63,74,61,No,Medium,30,4,3.405,Health Sciences,Pharmacy
S04540,18,Male,5,Visual,2,Yes,53,61,66,Yes,Medium,13,9,2.98,Business and Finance,Economics
S04541,20,Female,29,Auditory,16,No,68,59,81,Yes,Medium,2,5,3.305,Engineering,Computer
S04542,18,Male,35,Visual,10,No,77,87,95,Yes,Medium,22,7,4.28,Health Sciences,Medical Technology
S04543,23,Female,14,Kinesthetic,9,No,62,84,68,Yes,High,26,4,3.71,Engineering,Mechanical
S04544,22,Female,28,Reading/Writing,5,Yes,93,64,58,Yes,Low,2,9,3.575,Health Sciences,Public Health
S04545,21,Female,32,Reading/Writing,10,Yes,61,69,59,Yes,Medium,16,6,3.23,Health Sciences,Pharmacy
S04546,20,Male,38,Kinesthetic,18,No,67,62,79,Yes,Low,27,7,3.345,Engineering,Computer
S04547,25,Female,32,Auditory,2,Yes,69,72,96,Yes,Low,23,10,3.795,Health Sciences,Medical Technology
S04548,23,Female,32,Reading/Writing,3,Yes,93,71,50,No,High,28,6,3.67,Health Sciences,Public Health
S04549,18,Male,9,Reading/Writing,3,Yes,61,65,77,Yes,High,3,5,3.31,Business and Finance,Accountancy
S04550,19,Female,21,Visual,6,No,72,100,67,No,Medium,9,9,4.25,Health Sciences,Nursing
S04551,24,Male,49,Auditory,1,Yes,73,59,53,No,Medium,16,6,3.1,Engineering,Computer
S04552,18,Male,10,Kinesthetic,10,Yes,59,100,86,Yes,Medium,17,9,4.245,Health Sciences,Nursing
S04553,24,Male,11,Kinesthetic,17,Yes,69,43,86,Yes,Medium,10,5,2.97,Business and Finance,Business Administration
S04554,22,Female,35,Kinesthetic,18,No,74,68,80,No,Low,19,6,3.61,Engineering,Electronic
S04555,26,Male,35,Auditory,8,Yes,82,88,68,No,Low,2,8,4.11,Health Sciences,Pharmacy
S04556,25,Female,16,Reading/Writing,17,Yes,60,89,86,No,High,9,9,3.985,Engineering,Electronic
S04557,19,Male,32,Reading/Writing,19,Yes,99,56,63,Yes,High,3,4,3.515,Health Sciences,Medical Technology
S04558,23,Male,16,Visual,2,Yes,69,67,64,Yes,Medium,20,7,3.35,Health Sciences,Medical Technology
S04559,18,Male,7,Visual,14,No,98,84,69,Yes,Medium,26,10,4.26,Health Sciences,Pharmacy
S04560,26,Female,23,Auditory,10,No,72,51,93,Yes,Low,28,9,3.285,Health Sciences,Nursing
S04561,28,Male,15,Auditory,10,Yes,51,81,77,Yes,Medium,27,10,3.56,Business and Finance,Entrepreneurship
S04562,21,Male,12,Auditory,1,Yes,65,65,77,No,Low,12,8,3.37,Engineering,Electronic
S04563,22,Male,39,Reading/Writing,13,Yes,66,40,92,Yes,High,21,5,2.91,Health Sciences,Pharmacy
S04564,19,Female,17,Visual,16,No,78,59,97,No,Medium,27,5,3.615,Health Sciences,Public Health
S04565,29,Male,33,Visual,13,Yes,77,43,53,Yes,Low,21,9,2.76,Health Sciences,Public Health
S04566,26,Male,47,Kinesthetic,1,Yes,70,100,82,Yes,Low,26,10,4.37,Business and Finance,Economics
S04567,23,Female,35,Reading/Writing,11,No,69,88,52,Yes,High,29,8,3.755,Business and Finance,Business Administration
S04568,23,Male,36,Auditory,9,Yes,58,88,74,Yes,High,15,7,3.81,Business and Finance,Accountancy
S04569,19,Female,22,Visual,0,Yes,50,44,76,Yes,Medium,18,8,2.61,Business and Finance,Economics
S04570,19,Male,23,Kinesthetic,12,No,79,51,73,Yes,Low,15,8,3.19,Engineering,Mechanical
S04571,24,Female,38,Visual,17,Yes,89,90,95,Yes,Medium,21,6,4.535,Business and Finance,Accountancy
S04572,20,Female,18,Visual,2,Yes,87,98,76,Yes,Medium,11,4,4.515,Business and Finance,Economics
S04573,29,Male,22,Kinesthetic,11,Yes,73,89,97,Yes,Low,17,6,4.29,Engineering,Mechanical
S04574,19,Male,30,Visual,9,Yes,62,82,53,No,Medium,18,10,3.51,Business and Finance,Business Administration
S04575,27,Other,45,Auditory,14,No,80,47,90,Yes,Low,30,4,3.275,Engineering,Electrical
S04576,22,Male,,Reading/Writing,0,Yes,,55,,Yes,High,9,9,1.375,Health Sciences,Medical Technology
S04577,25,Male,17,Kinesthetic,3,Yes,51,81,60,No,Medium,14,8,3.39,Health Sciences,Pharmacy
S04578,25,Female,41,Auditory,2,No,66,76,68,Yes,Medium,23,8,3.57,Business and Finance,Entrepreneurship
S04579,25,Female,21,Visual,17,Yes,96,96,100,No,Medium,12,10,4.84,Business and Finance,Economics
S04580,18,Female,30,Kinesthetic,2,Yes,76,83,85,Yes,High,25,6,4.065,Engineering,Mechanical
S04581,25,Female,22,Reading/Writing,4,Yes,63,92,73,Yes,High,11,9,3.975,Health Sciences,Public Health
S04582,22,Female,26,Auditory,13,Yes,53,48,87,Yes,Medium,12,7,2.865,Business and Finance,Economics
S04583,22,Female,49,Reading/Writing,2,No,96,56,100,Yes,High,14,7,3.84,Engineering,Electrical
S04584,18,Male,35,Kinesthetic,13,No,86,57,81,Yes,High,12,5,3.525,Business and Finance,Entrepreneurship
S04585,29,Female,38,Reading/Writing,16,Yes,83,88,99,Yes,Medium,18,8,4.435,Business and Finance,Economics
S04586,26,Female,13,Visual,18,No,93,96,82,Yes,Medium,22,4,4.615,Business and Finance,Economics
S04587,24,Male,42,Visual,6,No,65,47,64,No,High,15,5,2.79,Health Sciences,Public Health
S04588,20,Male,10,Kinesthetic,0,Yes,60,68,62,Yes,Medium,16,10,3.22,Business and Finance,Economics
S04589,23,Female,11,Visual,14,No,87,59,82,Yes,Medium,2,7,3.6,Business and Finance,Accountancy
S04590,28,Male,40,Kinesthetic,4,No,100,67,78,Yes,Low,6,10,3.955,Engineering,Electronic
S04591,26,Male,48,Visual,4,Yes,71,90,80,Yes,Medium,21,10,4.115,Health Sciences,Pharmacy
S04592,25,Male,34,Kinesthetic,3,Yes,87,64,83,Yes,Medium,25,9,3.735,Health Sciences,Pharmacy
S04593,18,Male,8,Reading/Writing,8,Yes,93,94,81,Yes,Low,28,10,4.555,Engineering,Electronic
S04594,26,Other,46,Visual,2,Yes,54,97,88,Yes,Low,17,9,4.115,Health Sciences,Public Health
S04595,22,Male,10,Reading/Writing,2,Yes,76,76,54,Yes,Medium,27,5,3.58,Business and Finance,Business Administration
S04596,23,Female,33,Visual,15,No,63,47,69,Yes,Low,6,5,2.81,Health Sciences,Nursing
S04597,20,Female,48,Reading/Writing,10,Yes,84,58,97,Yes,High,12,8,3.68,Engineering,Electronic
S04598,23,Female,48,Reading/Writing,4,No,93,74,92,No,Medium,13,6,4.165,Business and Finance,Business Administration
S04599,29,Male,5,Visual,4,No,53,87,66,Yes,Low,25,6,3.63,Engineering,Electrical
S04600,18,Female,30,Reading/Writing,16,No,61,78,51,No,Medium,20,4,3.375,Health Sciences,Public Health
S04601,27,Male,15,Kinesthetic,3,No,92,83,81,No,Low,3,9,4.265,Engineering,Electrical
S04602,19,Male,14,Visual,6,No,73,87,85,Yes,Medium,29,9,4.12,Business and Finance,Accountancy
S04603,26,Female,16,Auditory,9,Yes,50,50,81,No,Low,16,10,2.81,Business and Finance,Entrepreneurship
S04604,27,Female,13,Reading/Writing,7,No,81,68,71,Yes,Low,28,6,3.625,Health Sciences,Pharmacy
S04605,24,Female,13,Auditory,15,Yes,89,90,53,Yes,High,8,6,4.115,Engineering,Electronic
S04606,18,Female,25,Reading/Writing,20,No,84,80,53,Yes,Medium,21,7,3.79,Business and Finance,Economics
S04607,24,Female,49,Visual,18,Yes,58,65,73,Yes,Low,25,7,3.225,Health Sciences,Nursing
S04608,25,Female,41,Auditory,6,No,58,54,53,Yes,High,22,4,2.75,Health Sciences,Pharmacy
S04609,22,Male,37,Kinesthetic,4,No,81,81,82,Yes,Medium,10,6,4.06,Health Sciences,Public Health
S04610,23,Male,21,Kinesthetic,18,No,64,41,56,No,Medium,28,7,2.545,Business and Finance,Entrepreneurship
S04611,22,Female,48,Reading/Writing,14,Yes,73,100,51,Yes,High,24,7,4.105,Engineering,Electrical
S04612,24,Female,18,Kinesthetic,14,No,74,61,80,Yes,Medium,25,10,3.435,Business and Finance,Entrepreneurship
S04613,29,Female,28,Auditory,12,Yes,53,62,62,Yes,Medium,7,5,2.965,Health Sciences,Pharmacy
,26,Female,47,Kinesthetic,20,,,40,71,Yes,,,,1.71,Business and Finance,Entrepreneurship
S04615,27,Male,49,Auditory,3,No,56,79,75,Yes,Medium,16,6,3.565,Engineering,Computer
S04616,19,Male,36,Reading/Writing,11,No,68,56,59,Yes,Medium,10,6,3.01,Health Sciences,Nursing
S04617,19,Female,13,Kinesthetic,19,No,94,57,55,Yes,Medium,21,9,3.385,Business and Finance,Entrepreneurship
S04618,27,Male,13,Auditory,2,Yes,85,96,91,No,Low,23,5,4.585,Engineering,Electrical
S04619,25,Male,22,Auditory,9,No,61,51,94,Yes,Medium,29,7,3.13,Engineering,Computer
S04620,21,Other,34,Auditory,7,No,85,91,54,Yes,High,3,8,4.09,Engineering,Electrical
S04621,23,Male,23,Auditory,2,Yes,77,95,68,No,Medium,3,10,4.21,Engineering,Computer
S04622,24,Other,22,Reading/Writing,6,Yes,98,92,95,No,High,25,5,4.72,Engineering,Electronic
S04623,19,Female,19,Visual,12,Yes,63,40,92,Yes,Medium,12,9,2.865,Health Sciences,Public Health
S04624,27,Female,30,Auditory,18,Yes,67,40,62,No,Medium,29,4,2.625,Business and Finance,Business Administration
S04625,29,Female,35,Reading/Writing,3,No,62,78,98,No,Medium,30,5,3.86,Health Sciences,Nursing
S04626,,Female,8,Auditory,19,,54,54,56,Yes,,2,,2.72,Engineering,Computer
S04627,21,Male,44,Visual,20,Yes,97,40,59,Yes,Low,2,7,3.045,Engineering,Computer
S04628,22,Female,6,Auditory,15,No,51,43,74,No,Medium,13,9,2.58,Business and Finance,Economics
S04629,21,Other,47,Visual,11,Yes,87,67,57,Yes,Low,26,8,3.55,Health Sciences,Public Health
S04630,25,Male,44,Auditory,14,Yes,70,55,66,Yes,Low,19,6,3.085,Business and Finance,Accountancy
S04631,22,Other,41,Auditory,12,Yes,63,71,59,No,Medium,0,7,3.31,Engineering,Computer
S04632,24,Female,26,Reading/Writing,13,No,65,68,99,Yes,Medium,20,8,3.665,Health Sciences,Medical Technology
S04633,27,Male,18,Auditory,20,No,91,94,93,Yes,Medium,23,4,4.645,Health Sciences,Medical Technology
S04634,20,Male,30,Kinesthetic,17,Yes,68,93,82,No,High,8,4,4.165,Engineering,Mechanical
S04635,25,Male,10,Auditory,19,Yes,91,52,60,Yes,Low,25,10,3.265,Business and Finance,Accountancy
S04636,22,Female,23,Kinesthetic,20,Yes,87,44,70,Yes,Medium,26,9,3.105,Health Sciences,Nursing
S04637,19,Female,42,Auditory,11,Yes,57,90,76,Yes,Medium,28,8,3.865,Health Sciences,Medical Technology
S04638,22,Female,22,Kinesthetic,8,No,79,88,97,Yes,Medium,25,4,4.355,Business and Finance,Entrepreneurship
S04639,21,Female,5,Visual,18,Yes,54,44,92,Yes,High,25,10,2.83,Engineering,Electronic
S04640,22,Female,21,Reading/Writing,14,Yes,64,73,83,No,Low,10,6,3.615,Health Sciences,Pharmacy
S04641,,Other,9,Auditory,0,,86,43,59,,Medium,24,10,2.955,Engineering,Computer
S04642,25,Male,27,Kinesthetic,17,No,50,74,54,Yes,High,27,6,3.14,Engineering,Electronic
S04643,25,Female,26,Reading/Writing,11,Yes,100,44,64,Yes,Medium,1,6,3.24,Business and Finance,Entrepreneurship
S04644,29,Female,24,Kinesthetic,11,No,50,100,62,Yes,Medium,2,9,3.87,Engineering,Mechanical
S04645,21,Female,46,Kinesthetic,20,No,97,85,82,No,Low,8,7,4.4,Engineering,Electrical
S04646,23,Female,38,Kinesthetic,20,No,87,40,51,Yes,Medium,3,4,2.815,Health Sciences,Nursing
S04647,23,Female,22,Reading/Writing,17,Yes,56,82,73,Yes,Low,2,7,3.62,Business and Finance,Business Administration
S04648,29,Female,17,Kinesthetic,14,No,78,80,73,Yes,High,24,4,3.9,Business and Finance,Economics
S04649,29,Female,37,Auditory,18,No,81,47,59,No,Low,24,7,2.98,Engineering,Electronic
S04650,23,Female,9,Reading/Writing,11,Yes,81,82,57,Yes,Medium,4,6,3.835,Health Sciences,Nursing
S04651,25,Female,14,Visual,1,Yes,74,65,94,Yes,Medium,4,7,3.675,Health Sciences,Public Health
S04652,20,Male,30,Auditory,10,No,53,51,71,Yes,Medium,5,5,2.78,Business and Finance,Accountancy
S04653,26,Female,35,Kinesthetic,19,Yes,62,90,97,Yes,Medium,11,6,4.15,Business and Finance,Entrepreneurship
S04654,24,Male,6,Kinesthetic,15,Yes,99,70,61,No,Medium,3,5,3.845,Health Sciences,Nursing
S04655,25,Female,17,Auditory,3,Yes,76,84,98,No,Medium,13,8,4.22,Engineering,Electrical
S04656,24,Male,30,Visual,4,Yes,53,72,63,Yes,High,12,10,3.225,Business and Finance,Accountancy
S04657,23,Female,48,Kinesthetic,13,Yes,78,47,78,Yes,Medium,8,9,3.125,Engineering,Computer
S04658,23,Female,7,Kinesthetic,17,No,55,41,100,Yes,Medium,13,4,2.85,Engineering,Electrical
S04659,28,Female,31,Reading/Writing,11,Yes,98,45,95,Yes,Medium,24,5,3.545,Health Sciences,Public Health
S04660,19,Female,22,Reading/Writing,4,Yes,93,51,93,Yes,Low,20,7,3.6,Engineering,Computer
S04661,28,Female,35,Kinesthetic,5,No,97,40,78,No,Medium,4,8,3.235,Engineering,Mechanical
S04662,29,Female,23,Kinesthetic,9,Yes,93,65,78,Yes,Medium,6,4,3.8,Health Sciences,Medical Technology
S04663,19,Female,15,Visual,3,Yes,85,45,56,Yes,Low,19,9,2.96,Engineering,Computer
S04664,21,Male,43,Reading/Writing,15,No,82,57,51,Yes,Medium,30,10,3.165,Business and Finance,Economics
S04665,18,Female,46,Reading/Writing,7,No,93,42,88,No,Medium,24,6,3.325,Business and Finance,Business Administration
S04666,25,Male,8,Visual,9,No,68,43,84,Yes,Medium,24,4,2.935,Health Sciences,Pharmacy
S04667,26,Male,45,Auditory,12,No,67,100,77,Yes,Medium,5,8,4.275,Business and Finance,Entrepreneurship
S04668,26,Female,21,Visual,1,No,91,63,63,Yes,Medium,0,10,3.57,Engineering,Electrical
S04669,23,Male,46,Reading/Writing,19,Yes,82,74,59,Yes,High,7,10,3.67,Business and Finance,Accountancy
S04670,20,Female,24,Auditory,0,Yes,62,73,95,Yes,Medium,22,9,3.705,Health Sciences,Pharmacy
S04671,25,Female,5,Visual,14,Yes,58,98,82,Yes,Low,29,9,4.14,Health Sciences,Public Health
S04672,21,Male,48,Kinesthetic,14,No,82,96,54,Yes,Low,24,10,4.17,Business and Finance,Entrepreneurship
S04673,26,Male,33,Reading/Writing,13,Yes,68,90,66,No,Medium,26,5,3.93,Engineering,Electrical
S04674,29,Female,38,Reading/Writing,11,No,72,53,57,Yes,Medium,9,5,2.975,Engineering,Electrical
S04675,24,Female,18,Auditory,15,Yes,62,85,67,Yes,Medium,3,8,3.725,Health Sciences,Pharmacy
S04676,25,Female,6,Reading/Writing,13,No,67,44,100,No,High,1,10,3.105,Business and Finance,Entrepreneurship
S04677,26,Male,24,Visual,17,Yes,60,63,64,Yes,Medium,18,5,3.115,Health Sciences,Pharmacy
S04678,22,Female,39,Kinesthetic,8,Yes,76,56,71,No,Medium,3,8,3.25,Engineering,Electrical
S04679,29,Female,14,Auditory,1,Yes,76,56,100,Yes,High,5,5,3.54,Business and Finance,Accountancy
S04680,26,Female,17,Reading/Writing,13,Yes,85,74,100,Yes,Medium,4,4,4.125,Health Sciences,Nursing
S04681,27,Female,42,Visual,20,Yes,95,64,60,Yes,High,22,9,3.625,Engineering,Electronic
S04682,23,Female,45,Kinesthetic,0,No,52,91,69,No,Medium,14,9,3.745,Business and Finance,Business Administration
S04683,24,Female,29,Auditory,19,Yes,78,46,62,No,Medium,5,9,2.94,Health Sciences,Public Health
S04684,22,Female,7,Visual,14,No,77,57,84,No,High,30,7,3.42,Engineering,Electronic
S04685,24,Male,8,Reading/Writing,2,No,71,46,98,Yes,Medium,,10,3.195,Business and Finance,Accountancy
S04686,24,Male,6,Reading/Writing,14,No,50,55,100,Yes,High,23,9,3.125,Business and Finance,Economics
S04687,19,Female,34,Visual,18,Yes,62,84,67,Yes,High,1,4,3.7,Business and Finance,Entrepreneurship
S04688,20,Male,15,Visual,16,No,87,48,75,No,Medium,15,4,3.255,Engineering,Electronic
S04689,28,Female,43,Kinesthetic,16,Yes,56,54,71,Yes,Medium,17,4,2.9,Business and Finance,Accountancy
S04690,28,Male,49,Reading/Writing,15,No,71,79,78,No,Medium,16,10,3.82,Health Sciences,Nursing
S04691,26,Male,17,Kinesthetic,4,Yes,64,70,56,No,Medium,7,5,3.27,Business and Finance,Economics
S04692,29,Female,17,Kinesthetic,2,No,78,97,69,Yes,Medium,19,6,4.285,Business and Finance,Business Administration
S04693,20,Female,32,Reading/Writing,9,No,92,85,98,No,High,5,9,4.485,Health Sciences,Pharmacy
S04694,26,Male,43,Kinesthetic,4,No,97,41,84,Yes,Medium,25,8,3.32,Business and Finance,Business Administration
S04695,23,Female,30,Auditory,0,No,78,80,97,Yes,Medium,4,5,4.14,Health Sciences,Medical Technology
,,Male,37,Visual,,,,,,Yes,High,29,5,0,Health Sciences,Medical Technology
S04697,19,Female,40,Auditory,3,Yes,61,84,78,Yes,High,15,5,3.795,Health Sciences,Pharmacy
S04698,20,Male,46,Reading/Writing,6,Yes,86,83,72,Yes,Medium,5,8,4.085,Business and Finance,Business Administration
S04699,26,Female,28,Reading/Writing,11,No,97,54,95,Yes,Medium,23,7,3.755,Business and Finance,Entrepreneurship
S04700,29,Male,12,Visual,2,Yes,87,96,58,Yes,Medium,8,9,4.285,Business and Finance,Entrepreneurship
S04701,22,Male,14,Auditory,18,No,60,59,77,Yes,High,2,10,3.145,Business and Finance,Business Administration
S04702,27,Male,15,Kinesthetic,7,Yes,85,77,75,Yes,Low,10,9,3.95,Engineering,Electronic
S04703,29,Male,41,Visual,3,No,93,72,81,Yes,Medium,15,7,4.005,Health Sciences,Pharmacy
S04704,27,Female,42,Auditory,7,No,87,95,84,Yes,Medium,19,4,4.52,Engineering,Electronic
S04705,26,Male,21,Reading/Writing,2,Yes,72,100,95,Yes,Medium,27,6,4.53,Health Sciences,Nursing
S04706,20,Male,47,Visual,9,No,74,53,78,Yes,Medium,9,5,3.215,Health Sciences,Pharmacy
S04707,26,Male,9,Auditory,13,No,99,45,88,Yes,Medium,15,9,3.49,Engineering,Electrical
S04708,21,Male,8,Visual,12,No,60,94,87,Yes,Medium,13,9,4.12,Business and Finance,Economics
S04709,18,Other,30,Kinesthetic,5,No,60,45,96,No,Medium,15,8,2.985,Health Sciences,Pharmacy
S04710,26,Female,33,Auditory,18,Yes,58,97,91,No,High,19,10,4.205,Engineering,Mechanical
S04711,19,Male,29,Reading/Writing,14,Yes,78,82,51,No,Medium,24,6,3.73,Health Sciences,Public Health
S04712,20,Female,18,Reading/Writing,19,No,76,92,92,Yes,Low,20,4,4.36,Health Sciences,Public Health
S04713,28,Female,34,Visual,15,No,79,50,59,No,Medium,15,5,3.025,Health Sciences,Pharmacy
S04714,27,Male,45,Visual,9,No,89,81,51,Yes,Medium,3,7,3.87,Health Sciences,Pharmacy
S04715,25,Male,10,Visual,1,Yes,66,92,51,No,Medium,23,5,3.8,Health Sciences,Nursing
