Age,Gender,StudyHrs,Learning_Style,Courses_Comp,Discuss_Part,AssignRate,Exam_Score(%),AttendRate,TechUse,StressLevel,SocMediaHrs,SleepHrs,Equiv_Grade,College,Degree_Program
27.0,Male,25.0,Visual,10.0,1,71.0,69.00978965637026,91.0,No,3,2,5,69.80587379382216,Engineering,Electrical
23.0,Female,8.0,Visual,16.0,1,68.0,43.68817389776821,72.0,Yes,6,7,5,53.41290433866092,Health Sciences,Physical Therapy
23.0,Female,48.0,Kinesthetic,20.0,1,82.0,73.58762919329925,51.0,Yes,1,5,6,76.95257751597956,Business and Finance,Marketing
26.0,Male,5.0,Visual,3.0,0,58.0,31.0,91.0,Yes,10,6,6,41.8,Business and Finance,Business Administration
25.0,Male,46.0,Visual,1.0,0,54.0,59.84260731606536,91.0,Yes,7,3,7,57.50556438963921,Health Sciences,Nursing
24.0,Female,47.0,Kinesthetic,4.0,1,57.0,61.58895535719852,68.0,Yes,7,4,7,59.75337321431911,Engineering,Civil
19.0,Male,14.0,Visual,11.0,1,74.0,45.36182871253623,61.0,No,6,2,4,56.81709722752174,Engineering,Aerospace
20.0,Female,44.0,Visual,17.0,1,98.0,77.2498809587883,75.0,Yes,4,4,5,85.54992857527299,Health Sciences,Pharmacy
23.0,Male,46.0,Kinesthetic,19.0,1,74.0,65.04659874790266,81.0,Yes,9,4,7,68.6279592487416,Engineering,Computer
27.0,Female,14.0,Kinesthetic,12.0,1,85.0,53.36201500908688,82.0,Yes,7,8,6,66.01720900545213,Business and Finance,Finance
25.0,Female,43.0,Visual,7.0,0,93.0,75.39873037585208,93.0,No,3,2,8,82.43923822551125,Engineering,Civil
28.0,Male,21.0,Auditory,4.0,0,87.0,42.483286148100106,57.0,Yes,5,2,6,60.289971688860064,Health Sciences,Pharmacy
24.0,Male,16.0,Kinesthetic,20.0,1,68.0,46.05154620537744,73.0,No,8,4,5,54.83092772322647,Business and Finance,Finance
26.0,Male,17.0,Auditory,15.0,1,79.0,69.63812142822367,93.0,Yes,1,3,8,73.3828728569342,Engineering,Civil
24.0,Female,37.0,Visual,20.0,1,87.0,86.4,97.0,Yes,1,1,7,86.64000000000001,Engineering,Mechanical
28.0,Male,24.0,Visual,8.0,1,56.0,55.905911364616216,91.0,Yes,8,3,6,55.94354681876973,Business and Finance,Accountancy
20.0,Female,30.0,Auditory,12.0,1,93.0,63.50317548298766,53.0,No,2,3,6,75.30190528979259,Business and Finance,Business Administration
19.0,Male,18.0,Visual,20.0,1,65.0,65.8,85.0,Yes,1,3,6,65.47999999999999,Business and Finance,Finance
20.0,Male,13.0,Reading/Writing,6.0,0,83.0,46.7930092730338,99.0,No,8,2,8,61.275805563820285,Health Sciences,Medical Technology
18.0,Female,44.0,Reading/Writing,19.0,1,63.0,68.6,54.0,No,1,2,7,66.36,Engineering,Computer
20.0,Male,46.0,Reading/Writing,5.0,1,86.0,76.60201737887706,79.0,Yes,4,6,4,80.36121042732623,Business and Finance,Marketing
23.0,Female,15.0,Reading/Writing,2.0,0,50.0,31.0,80.0,No,10,4,5,38.6,Engineering,Aerospace
22.0,Female,31.0,Visual,10.0,1,100.0,82.6,90.0,No,1,6,7,89.56,Health Sciences,Nursing
21.0,Female,32.0,Auditory,14.0,1,61.0,68.64533753381616,81.0,No,2,2,8,65.5872025202897,Business and Finance,Finance
26.0,Male,35.0,Reading/Writing,1.0,1,68.0,47.0,56.0,No,10,5,7,55.400000000000006,Health Sciences,Nursing
19.0,Male,25.0,Reading/Writing,11.0,1,62.0,40.88791775118949,54.0,Yes,9,2,6,49.33275065071369,Engineering,Mechanical
27.0,Female,18.0,Visual,0.0,0,54.0,39.55661417649668,61.0,No,3,6,6,45.333968505898014,Health Sciences,Medical Technology
25.0,Male,20.0,Visual,20.0,1,59.0,50.2,91.0,Yes,10,2,8,53.72,Engineering,Electrical
21.0,Female,31.0,Visual,1.0,0,79.0,72.0,99.0,Yes,1,6,7,74.8,Health Sciences,Medical Technology
19.0,Female,13.0,Auditory,7.0,1,64.0,63.07713646003948,91.0,No,1,3,5,63.44628187602368,Health Sciences,Pharmacy
24.0,Male,9.0,Visual,4.0,1,63.0,40.5436356024744,77.0,Yes,9,4,6,49.526181361484646,Engineering,Electrical
24.0,Female,22.0,Visual,16.0,1,78.0,48.51024551376469,61.0,No,7,3,7,60.306147308258815,Engineering,Civil
22.0,Female,9.0,Auditory,13.0,1,58.0,39.84486733379188,75.0,Yes,8,8,5,47.10692040027513,Engineering,Aerospace
19.0,Male,15.0,Reading/Writing,2.0,0,90.0,37.8,77.0,No,10,5,7,58.67999999999999,Business and Finance,Accountancy
25.0,Female,41.0,Reading/Writing,9.0,0,61.0,58.67217541041502,61.0,Yes,1,2,7,59.60330524624901,Business and Finance,Finance
24.0,Female,35.0,Visual,13.0,1,79.0,69.46902265520323,72.0,No,3,2,6,73.28141359312194,Engineering,Aerospace
23.0,Male,18.0,Visual,6.0,1,88.0,48.80000000000001,76.0,Yes,10,3,6,64.48,Business and Finance,Business Administration
29.0,Female,36.0,Auditory,2.0,0,78.0,61.05449541844,95.0,Yes,7,5,7,67.83269725106399,Health Sciences,Pharmacy
18.0,Female,14.0,Auditory,3.0,1,99.0,64.00589888563185,84.0,Yes,3,6,4,78.0035393313791,Health Sciences,Nursing
28.0,Male,42.0,Kinesthetic,5.0,1,95.0,70.43667875013308,74.0,No,6,5,5,80.26200725007985,Business and Finance,Marketing
25.0,Male,6.0,Visual,6.0,1,68.0,50.400000000000006,63.0,Yes,1,4,6,57.440000000000005,Business and Finance,Accountancy
27.0,Male,39.0,Visual,4.0,1,67.0,60.38748769296272,64.0,Yes,6,1,7,63.03249261577763,Engineering,Computer
21.0,Male,22.0,Visual,2.0,1,63.0,59.81197425084283,74.0,Yes,2,2,7,61.0871845505057,Business and Finance,Accountancy
24.0,Female,17.0,Kinesthetic,13.0,0,59.0,34.007841608186325,76.0,Yes,9,5,6,44.0047049649118,Engineering,Aerospace
26.0,Female,10.0,Kinesthetic,19.0,0,68.0,34.13289012473782,77.0,No,8,2,6,47.6797340748427,Engineering,Civil
27.0,Female,47.0,Kinesthetic,15.0,0,67.0,75.2,89.0,Yes,1,6,4,71.92,Health Sciences,Medical Technology
21.0,Female,9.0,Visual,18.0,0,58.0,42.60000000000001,69.0,Yes,1,2,5,48.760000000000005,Business and Finance,Finance
22.0,Female,12.0,Kinesthetic,7.0,0,83.0,56.104422694824926,98.0,No,3,2,5,66.86265361689496,Business and Finance,Finance
20.0,Male,21.0,Visual,0.0,1,68.0,45.51348144786784,52.0,Yes,5,0,9,54.50808886872071,Health Sciences,Medical Technology
20.0,Male,49.0,Visual,3.0,1,98.0,69.35723771781245,72.0,No,9,2,6,80.81434263068746,Business and Finance,Finance
25.0,Male,35.0,Kinesthetic,12.0,1,62.0,74.64770130685446,92.0,Yes,2,3,4,69.58862078411268,Engineering,Aerospace
27.0,Male,11.0,Auditory,15.0,0,69.0,31.599999999999994,78.0,Yes,10,0,7,46.56,Business and Finance,Business Administration
22.0,Female,8.0,Visual,10.0,0,93.0,49.49860181127518,96.0,Yes,6,6,4,66.8991610867651,Engineering,Mechanical
22.0,Male,42.0,Kinesthetic,4.0,1,54.0,66.76388240795,66.0,Yes,2,3,5,61.65832944477,Engineering,Mechanical
27.0,Male,37.0,Auditory,0.0,1,62.0,53.0,71.0,Yes,10,5,7,56.6,Engineering,Computer
25.0,Male,15.0,Auditory,14.0,1,76.0,57.29913774320028,85.0,Yes,5,3,6,64.77948264592017,Engineering,Civil
27.0,Female,38.0,Auditory,19.0,1,96.0,56.0,60.0,No,10,1,7,72.0,Business and Finance,Finance
27.0,Female,36.0,Kinesthetic,3.0,1,57.0,58.6,89.0,Yes,10,2,6,57.96,Engineering,Electrical
19.0,Female,20.0,Auditory,12.0,1,93.0,66.59170163582797,82.0,No,3,5,4,77.15502098149679,Health Sciences,Pharmacy
22.0,Female,33.0,Auditory,11.0,1,77.0,66.38064463531407,71.0,Yes,3,7,8,70.62838678118844,Health Sciences,Medical Technology
24.0,Female,38.0,Reading/Writing,15.0,0,55.0,47.8608034432734,58.0,No,4,3,5,50.71648206596404,Engineering,Electrical
20.0,Male,37.0,Kinesthetic,6.0,0,61.0,70.0,94.0,Yes,1,5,6,66.4,Business and Finance,Finance
27.0,Female,11.0,Auditory,4.0,1,50.0,60.63215702048644,95.0,Yes,1,3,7,56.37929421229186,Engineering,Computer
20.0,Female,46.0,Visual,9.0,0,67.0,54.86850531863405,50.0,No,3,4,5,59.72110319118043,Business and Finance,Accountancy
22.0,Male,32.0,Auditory,17.0,0,62.0,48.0,91.0,Yes,10,5,8,53.6,Business and Finance,Accountancy
29.0,Male,7.0,Auditory,18.0,1,88.0,33.800000000000004,55.0,Yes,10,3,4,55.48,Business and Finance,Marketing
27.0,Male,30.0,Auditory,20.0,0,75.0,46.26762597917785,51.0,No,3,6,6,57.76057558750671,Health Sciences,Nursing
25.0,Male,22.0,Kinesthetic,7.0,1,62.0,43.47617019577821,52.0,Yes,6,2,4,50.88570211746693,Engineering,Computer
22.0,Male,27.0,Reading/Writing,1.0,1,61.0,62.342433406852464,97.0,Yes,7,3,6,61.80546004411149,Engineering,Aerospace
23.0,Male,9.0,Visual,3.0,0,52.0,38.4226016508336,95.0,No,7,10,5,43.85356099050016,Engineering,Civil
26.0,Female,47.0,Reading/Writing,16.0,1,55.0,71.24209791254323,96.0,Yes,8,4,7,64.74525874752594,Business and Finance,Marketing
29.0,Male,18.0,Visual,16.0,0,68.0,51.258905230154085,84.0,Yes,3,2,8,57.95534313809245,Health Sciences,Pharmacy
25.0,Female,18.0,Reading/Writing,10.0,1,89.0,55.80423841840645,56.0,No,2,5,8,69.08254305104387,Health Sciences,Medical Technology
22.0,Male,19.0,Auditory,12.0,1,50.0,37.56576725708266,52.0,Yes,7,3,7,42.5394603542496,Engineering,Aerospace
22.0,Male,7.0,Reading/Writing,4.0,1,74.0,56.20000000000001,73.0,Yes,1,6,6,63.32000000000001,Health Sciences,Physical Therapy
28.0,Male,39.0,Auditory,12.0,1,86.0,65.60114615757608,64.0,No,5,9,4,73.76068769454565,Engineering,Mechanical
25.0,Female,21.0,Auditory,9.0,0,92.0,51.8,57.0,Yes,1,2,7,67.88,Engineering,Electrical
23.0,Male,23.0,Visual,19.0,0,84.0,47.210163038409824,88.0,No,9,5,6,61.92609782304589,Health Sciences,Medical Technology
23.0,Male,30.0,Kinesthetic,13.0,1,55.0,70.44003741014356,84.0,Yes,1,3,5,64.26402244608613,Engineering,Aerospace
23.0,Female,10.0,Reading/Writing,13.0,1,67.0,50.801435971574506,64.0,No,2,6,8,57.2808615829447,Business and Finance,Accountancy
28.0,Male,15.0,Reading/Writing,9.0,0,80.0,44.96688675381452,65.0,Yes,3,5,4,58.98013205228871,Engineering,Civil
21.0,Female,43.0,Auditory,20.0,0,74.0,54.81144198722342,51.0,No,3,5,6,62.48686519233405,Engineering,Electrical
20.0,Female,16.0,Auditory,9.0,0,78.0,38.14217966708803,58.0,Yes,5,4,7,54.08530780025282,Business and Finance,Business Administration
28.0,Female,38.0,Reading/Writing,12.0,0,51.0,65.9046326881936,98.0,No,3,2,6,59.94277961291616,Health Sciences,Pharmacy
27.0,Male,26.0,Auditory,8.0,0,83.0,44.61457492349038,65.0,No,6,7,4,59.96874495409424,Engineering,Electrical
23.0,Male,8.0,Visual,1.0,1,86.0,53.08845980495016,71.0,No,3,3,4,66.2530758829701,Engineering,Civil
19.0,Male,13.0,Kinesthetic,16.0,0,96.0,49.59389671084189,66.0,Yes,1,3,7,68.15633802650514,Engineering,Aerospace
26.0,Female,16.0,Kinesthetic,12.0,0,79.0,36.32559599602381,53.0,No,5,6,5,53.395357597614286,Engineering,Mechanical
27.0,Female,25.0,Reading/Writing,8.0,1,74.0,65.05047874978816,79.0,No,3,5,4,68.6302872498729,Engineering,Computer
29.0,Female,44.0,Auditory,0.0,0,82.0,56.23890020594641,60.0,Yes,5,4,7,66.54334012356784,Business and Finance,Marketing
24.0,Male,47.0,Visual,8.0,0,87.0,71.82724450273038,73.0,Yes,1,1,7,77.89634670163824,Health Sciences,Nursing
20.0,Male,15.0,Auditory,12.0,0,64.0,52.48966611129001,95.0,No,3,2,6,57.093799666774,Health Sciences,Medical Technology
29.0,Female,11.0,Auditory,17.0,1,74.0,56.25807681316622,81.0,Yes,3,5,5,63.35484608789973,Business and Finance,Business Administration
22.0,Female,19.0,Kinesthetic,9.0,0,98.0,58.79640781038721,83.0,Yes,2,6,8,74.47784468623232,Engineering,Mechanical
28.0,Male,26.0,Reading/Writing,6.0,1,70.0,62.400000000000006,62.0,Yes,1,4,6,65.44,Engineering,Civil
28.0,Male,46.0,Visual,17.0,1,99.0,74.37333610924017,67.0,Yes,4,7,5,84.22400166554411,Engineering,Aerospace
26.0,Female,16.0,Kinesthetic,15.0,1,64.0,36.0,59.0,No,10,3,5,47.2,Engineering,Civil
18.0,Female,43.0,Kinesthetic,12.0,0,75.0,48.0,68.0,No,10,0,5,58.8,Health Sciences,Medical Technology
19.0,Female,34.0,Visual,9.0,1,70.0,57.07073891230262,61.0,Yes,5,5,7,62.24244334738157,Engineering,Computer
22.0,Female,31.0,Kinesthetic,12.0,0,81.0,40.51178432577598,53.0,No,7,3,7,56.70707059546558,Health Sciences,Nursing
23.0,Female,40.0,Reading/Writing,4.0,1,55.0,74.43843949288582,99.0,No,5,6,7,66.6630636957315,Business and Finance,Marketing
18.0,Female,46.0,Visual,15.0,0,80.0,55.37078794961751,74.0,Yes,8,3,8,65.2224727697705,Engineering,Electrical
29.0,Female,20.0,Visual,6.0,1,99.0,56.547869991131975,69.0,Yes,6,4,6,73.52872199467919,Health Sciences,Medical Technology
28.0,Female,43.0,Kinesthetic,1.0,1,81.0,56.797237044560376,53.0,Yes,8,5,4,66.47834222673623,Engineering,Aerospace
22.0,Female,25.0,Visual,20.0,1,90.0,45.979025957696365,53.0,Yes,9,4,7,63.58741557461782,Engineering,Computer
28.0,Female,40.0,Reading/Writing,1.0,1,80.0,65.02676887798575,79.0,Yes,8,2,9,71.01606132679144,Business and Finance,Accountancy
25.0,Male,42.0,Reading/Writing,15.0,1,57.0,60.360655295307154,71.0,No,7,4,6,59.0163931771843,Business and Finance,Finance
24.0,Male,9.0,Auditory,18.0,0,83.0,39.17902140778347,71.0,Yes,5,4,5,56.70741284467009,Engineering,Aerospace
25.0,Male,39.0,Reading/Writing,3.0,0,84.0,53.54723610172103,56.0,No,4,0,6,65.72834166103262,Health Sciences,Nursing
22.0,Female,22.0,Kinesthetic,1.0,1,59.0,43.97855197915026,71.0,Yes,9,6,4,49.98713118749016,Business and Finance,Marketing
23.0,Female,12.0,Visual,11.0,0,69.0,49.8,77.0,Yes,1,3,4,57.48,Health Sciences,Nursing
18.0,Male,21.0,Reading/Writing,19.0,0,54.0,26.3,55.0,Yes,10,4,6,37.38,Business and Finance,Accountancy
28.0,Male,21.0,Visual,16.0,0,59.0,30.82293484446921,57.0,Yes,8,5,6,42.09376090668152,Health Sciences,Pharmacy
28.0,Male,23.0,Auditory,0.0,1,93.0,58.400000000000006,90.0,Yes,10,4,8,72.24000000000001,Engineering,Civil
25.0,Male,21.0,Reading/Writing,15.0,0,71.0,43.43422950894239,50.0,Yes,1,6,5,54.46053770536543,Engineering,Civil
26.0,Female,38.0,Auditory,5.0,1,69.0,66.60000000000001,55.0,No,1,4,7,67.56,Business and Finance,Accountancy
29.0,Male,49.0,Reading/Writing,11.0,0,60.0,68.38056962574797,98.0,No,6,5,5,65.02834177544878,Health Sciences,Pharmacy
20.0,Male,25.0,Visual,18.0,0,82.0,36.60000000000001,63.0,Yes,10,5,7,54.760000000000005,Health Sciences,Pharmacy
21.0,Male,13.0,Reading/Writing,19.0,0,55.0,25.02719347432529,61.0,No,9,2,6,37.016316084595175,Engineering,Civil
25.0,Female,47.0,Visual,17.0,0,60.0,68.2,75.0,No,1,6,7,64.92,Business and Finance,Business Administration
24.0,Female,30.0,Kinesthetic,9.0,1,52.0,55.76001239492589,57.0,No,2,3,5,54.25600743695553,Business and Finance,Marketing
27.0,Female,21.0,Kinesthetic,14.0,0,76.0,32.69116077140451,61.0,Yes,9,6,8,50.01469646284271,Health Sciences,Nursing
19.0,Male,16.0,Visual,1.0,1,82.0,49.81378859338568,72.0,Yes,7,7,6,62.68827315603141,Business and Finance,Finance
25.0,Male,20.0,Visual,11.0,1,76.0,48.4559299713367,78.0,Yes,9,1,10,59.47355798280202,Engineering,Electrical
18.0,Male,12.0,Kinesthetic,0.0,0,62.0,37.68604939540547,90.0,No,8,3,9,47.41162963724328,Engineering,Aerospace
26.0,Female,44.0,Reading/Writing,1.0,0,61.0,69.31976262153658,100.0,Yes,4,4,4,65.99185757292194,Engineering,Computer
25.0,Male,15.0,Reading/Writing,5.0,1,60.0,54.592139241812,85.0,Yes,5,2,6,56.7552835450872,Engineering,Civil
29.0,Female,11.0,Reading/Writing,5.0,1,71.0,43.86603120309932,64.0,Yes,6,3,7,54.71961872185959,Business and Finance,Accountancy
21.0,Female,14.0,Kinesthetic,5.0,0,68.0,42.75297421648286,77.0,Yes,5,6,7,52.85178452988972,Business and Finance,Finance
21.0,Female,41.0,Reading/Writing,14.0,0,91.0,58.80609617237244,78.0,Yes,7,0,7,71.68365770342345,Business and Finance,Finance
19.0,Female,11.0,Auditory,10.0,1,53.0,48.969722021724486,61.0,No,1,5,5,50.58183321303469,Business and Finance,Finance
23.0,Female,14.0,Auditory,18.0,0,91.0,39.0,81.0,Yes,10,5,6,59.8,Engineering,Aerospace
19.0,Male,31.0,Kinesthetic,8.0,0,62.0,52.82054838489924,93.0,Yes,7,4,5,56.49232903093954,Engineering,Aerospace
27.0,Female,13.0,Reading/Writing,7.0,1,59.0,49.011952996535385,95.0,Yes,9,6,6,53.00717179792123,Business and Finance,Finance
25.0,Male,48.0,Reading/Writing,20.0,1,88.0,78.45947184294496,86.0,Yes,6,3,10,82.27568310576697,Engineering,Aerospace
18.0,Female,44.0,Kinesthetic,9.0,1,50.0,66.0690196008949,74.0,Yes,4,4,5,59.64141176053694,Health Sciences,Medical Technology
21.0,Female,18.0,Reading/Writing,15.0,1,61.0,52.44839357716782,65.0,Yes,3,7,6,55.86903614630069,Business and Finance,Finance
29.0,Male,8.0,Kinesthetic,13.0,1,95.0,44.85972491308522,62.0,No,6,2,6,64.91583494785114,Business and Finance,Accountancy
26.0,Male,26.0,Auditory,8.0,0,53.0,47.80331081059873,70.0,No,3,3,6,49.88198648635924,Engineering,Aerospace
20.0,Female,6.0,Reading/Writing,12.0,0,59.0,37.59498710944048,85.0,Yes,5,5,7,46.156992265664286,Engineering,Computer
19.0,Male,32.0,Reading/Writing,12.0,1,82.0,67.30299881499832,94.0,Yes,7,0,7,73.181799288999,Engineering,Computer
21.0,Male,17.0,Reading/Writing,0.0,0,71.0,30.636034026007884,55.0,Yes,7,3,4,46.781620415604735,Engineering,Aerospace
21.0,Female,23.0,Reading/Writing,13.0,1,72.0,54.10269212976132,75.0,No,7,5,7,61.26161527785679,Health Sciences,Pharmacy
23.0,Male,34.0,Visual,8.0,0,57.0,47.68255490807445,56.0,Yes,3,8,4,51.40953294484467,Health Sciences,Pharmacy
28.0,Male,19.0,Kinesthetic,10.0,0,58.0,33.6401696411819,58.0,Yes,6,4,7,43.384101784709145,Business and Finance,Accountancy
23.0,Female,40.0,Visual,20.0,0,70.0,76.0,100.0,No,1,0,4,73.6,Business and Finance,Finance
19.0,Female,11.0,Visual,7.0,1,87.0,50.85800371524728,72.0,Yes,5,6,6,65.31480222914837,Business and Finance,Business Administration
19.0,Male,34.0,Reading/Writing,14.0,1,60.0,70.36041780126104,97.0,Yes,5,3,9,66.21625068075662,Engineering,Mechanical
19.0,Male,28.0,Kinesthetic,0.0,1,79.0,74.79586812617698,98.0,Yes,3,6,5,76.47752087570619,Health Sciences,Medical Technology
18.0,Male,16.0,Auditory,17.0,1,68.0,58.4,68.0,Yes,1,4,5,62.24,Engineering,Aerospace
21.0,Female,39.0,Kinesthetic,17.0,1,66.0,66.63993214462377,87.0,Yes,7,5,5,66.38395928677426,Health Sciences,Nursing
29.0,Male,47.0,Visual,6.0,1,83.0,63.91626108565711,53.0,Yes,6,3,6,71.54975665139426,Engineering,Computer
27.0,Male,31.0,Auditory,5.0,0,71.0,54.932528838921606,99.0,Yes,8,4,9,61.35951730335296,Business and Finance,Finance
18.0,Male,11.0,Visual,14.0,1,84.0,41.4,70.0,Yes,10,4,4,58.44,Business and Finance,Business Administration
22.0,Male,7.0,Auditory,8.0,0,86.0,35.819821731005405,54.0,No,3,1,4,55.89189303860324,Engineering,Electrical
26.0,Female,28.0,Visual,18.0,0,89.0,52.94926248892638,58.0,Yes,2,4,7,67.36955749335583,Engineering,Computer
22.0,Female,14.0,Auditory,18.0,1,91.0,71.4,92.0,No,1,4,6,79.24000000000001,Health Sciences,Nursing
18.0,Male,48.0,Kinesthetic,10.0,1,100.0,61.19999999999999,56.0,No,10,5,7,76.72,Engineering,Computer
29.0,Male,45.0,Kinesthetic,15.0,0,65.0,59.6,99.0,No,10,2,7,61.76,Business and Finance,Accountancy
22.0,Male,24.0,Auditory,5.0,1,96.0,50.06274983903385,51.0,Yes,6,2,5,68.43764990342032,Health Sciences,Medical Technology
18.0,Male,47.0,Kinesthetic,0.0,1,52.0,55.94716729929696,52.0,No,6,3,7,54.36830037957817,Business and Finance,Finance
19.0,Male,17.0,Auditory,4.0,1,73.0,47.133556460590825,64.0,Yes,6,5,8,57.4801338763545,Business and Finance,Finance
21.0,Other,22.0,Visual,5.0,1,52.0,57.67120315231952,79.0,Yes,3,5,9,55.40272189139171,Business and Finance,Marketing
23.0,Female,44.0,Reading/Writing,18.0,1,79.0,61.55541791113039,66.0,Yes,8,3,6,68.53325074667823,Engineering,Mechanical
20.0,Male,36.0,Visual,17.0,0,64.0,51.68342444624457,83.0,Yes,7,4,7,56.610054667746745,Business and Finance,Finance
23.0,Female,6.0,Visual,4.0,1,64.0,45.42807700719935,92.0,No,8,2,7,52.85684620431961,Business and Finance,Accountancy
28.0,Male,7.0,Visual,9.0,1,94.0,36.6,59.0,Yes,10,0,9,59.56,Business and Finance,Business Administration
26.0,Female,26.0,Kinesthetic,0.0,1,80.0,72.25689923984652,89.0,No,2,2,8,75.3541395439079,Business and Finance,Finance
28.0,Female,32.0,Reading/Writing,18.0,1,80.0,61.40112165855509,60.0,No,3,1,7,68.84067299513305,Health Sciences,Pharmacy
25.0,Other,30.0,Visual,15.0,0,60.0,59.25035511459163,88.0,Yes,2,6,6,59.55021306875498,Health Sciences,Nursing
18.0,Female,10.0,Kinesthetic,19.0,1,86.0,50.66346892789927,53.0,Yes,1,1,8,64.79808135673956,Engineering,Mechanical
29.0,Female,37.0,Auditory,3.0,0,59.0,39.43185209291674,60.0,Yes,9,3,9,47.25911125575004,Engineering,Electrical
20.0,Male,42.0,Visual,10.0,1,65.0,50.03669326362011,51.0,Yes,9,4,6,56.02201595817206,Business and Finance,Marketing
26.0,Male,32.0,Visual,17.0,0,52.0,36.83240536825414,67.0,Yes,9,3,6,42.899443220952485,Business and Finance,Accountancy
28.0,Other,37.0,Reading/Writing,17.0,1,65.0,54.45280951002459,51.0,Yes,5,4,5,58.67168570601476,Health Sciences,Physical Therapy
28.0,Female,22.0,Auditory,11.0,1,73.0,54.14964426701912,51.0,Yes,2,3,5,61.68978656021147,Business and Finance,Finance
27.0,Female,40.0,Kinesthetic,18.0,1,80.0,82.80000000000001,87.0,Yes,1,2,9,81.68,Health Sciences,Physical Therapy
21.0,Other,25.0,Reading/Writing,20.0,1,58.0,53.709193330748086,61.0,Yes,3,8,7,55.42551599844885,Business and Finance,Finance
23.0,Female,24.0,Auditory,17.0,0,88.0,39.84475114897586,65.0,Yes,9,3,4,59.10685068938552,Engineering,Civil
26.0,Male,25.0,Auditory,1.0,1,65.0,65.6,74.0,Yes,1,7,4,65.35999999999999,Business and Finance,Marketing
26.0,Male,17.0,Visual,2.0,0,88.0,63.8,95.0,No,1,3,8,73.47999999999999,Health Sciences,Pharmacy
27.0,Male,24.0,Kinesthetic,1.0,1,96.0,73.60000000000001,80.0,No,1,5,6,82.56,Health Sciences,Pharmacy
26.0,Female,29.0,Reading/Writing,10.0,1,86.0,71.58364223533007,86.0,Yes,3,2,7,77.35018534119804,Health Sciences,Physical Therapy
29.0,Female,44.0,Visual,19.0,0,81.0,68.00087238764836,85.0,Yes,4,2,7,73.20052343258901,Engineering,Civil
21.0,Male,14.0,Visual,4.0,1,76.0,48.56328335295858,62.0,No,4,4,8,59.53797001177514,Engineering,Aerospace
25.0,Male,43.0,Auditory,7.0,1,81.0,69.2,93.0,No,10,4,6,73.92,Engineering,Civil
24.0,Female,39.0,Reading/Writing,5.0,1,70.0,78.93982757194172,91.0,No,2,4,4,75.36389654316503,Engineering,Mechanical
24.0,Male,33.0,Auditory,11.0,0,67.0,53.20465688865445,78.0,Yes,5,2,8,58.72279413319266,Engineering,Mechanical
29.0,Female,48.0,Auditory,8.0,1,93.0,86.88207477199326,98.0,No,4,6,5,89.32924486319595,Health Sciences,Pharmacy
26.0,Female,9.0,Reading/Writing,18.0,0,53.0,33.20000000000001,93.0,Yes,10,4,6,41.120000000000005,Health Sciences,Nursing
29.0,Female,8.0,Kinesthetic,19.0,1,68.0,53.2,67.0,No,1,4,7,59.12,Health Sciences,Medical Technology
28.0,Female,25.0,Kinesthetic,4.0,1,76.0,57.16455721194136,66.0,Yes,4,2,6,64.69873432716481,Health Sciences,Pharmacy
23.0,Male,19.0,Reading/Writing,3.0,0,52.0,30.85239865832973,54.0,Yes,7,0,7,39.31143919499783,Health Sciences,Pharmacy
20.0,Female,47.0,Auditory,14.0,0,51.0,56.80000000000001,96.0,Yes,10,2,7,54.48,Health Sciences,Nursing
25.0,Male,6.0,Visual,4.0,1,77.0,60.280125340808674,90.0,Yes,2,3,5,66.9680752044852,Business and Finance,Finance
26.0,Female,22.0,Visual,18.0,0,91.0,48.2,92.0,Yes,10,3,4,65.32,Health Sciences,Medical Technology
28.0,Female,39.0,Reading/Writing,1.0,1,50.0,57.49839218598312,50.0,No,2,3,7,54.49903531158986,Health Sciences,Medical Technology
27.0,Male,18.0,Visual,12.0,0,96.0,65.2,93.0,Yes,1,5,7,77.52000000000001,Health Sciences,Nursing
21.0,Female,31.0,Visual,20.0,0,76.0,45.46830054176051,51.0,Yes,4,3,4,57.68098032505631,Business and Finance,Marketing
27.0,Male,22.0,Visual,0.0,0,73.0,58.79108767356132,89.0,No,2,3,6,64.47465260413679,Business and Finance,Finance
19.0,Male,49.0,Kinesthetic,16.0,1,53.0,71.32389110603687,99.0,Yes,9,3,6,63.99433466362212,Engineering,Civil
18.0,Female,41.0,Auditory,13.0,0,78.0,76.11234612078957,100.0,Yes,2,5,6,76.86740767247375,Health Sciences,Nursing
28.0,Other,13.0,Auditory,5.0,1,86.0,50.32754562166805,61.0,Yes,4,1,7,64.59652737300082,Health Sciences,Nursing
21.0,Female,32.0,Visual,9.0,0,99.0,51.849922540747954,80.0,No,9,2,5,70.70995352444876,Engineering,Civil
18.0,Female,48.0,Visual,18.0,0,58.0,57.17991295505056,72.0,Yes,6,3,6,57.50794777303034,Engineering,Electrical
18.0,Male,15.0,Reading/Writing,8.0,0,96.0,44.30720521239272,80.0,Yes,7,2,8,64.98432312743563,Engineering,Civil
19.0,Female,22.0,Reading/Writing,16.0,1,70.0,50.4426293011235,58.0,Yes,4,4,5,58.265577580674105,Business and Finance,Business Administration
29.0,Female,27.0,Reading/Writing,10.0,0,80.0,46.39624518450496,67.0,Yes,6,2,5,59.83774711070298,Engineering,Mechanical
